year,district,crop,latitude,longitude,area_ha,yield_t_ha,weather_05_d1_temp_min,weather_05_d1_temp_mean,weather_05_d1_temp_max,weather_05_d1_precipitation_mm,weather_05_d1_humidity_mean,weather_05_d1_wind_mean_ms,weather_05_d1_wind_max_ms,weather_05_d1_sukhovei_fraction,weather_05_d1_gdd_base5,weather_05_d1_gwetroot,weather_05_d1_precip_anomaly_pct,weather_05_d1_precip_anomaly_z,weather_05_d2_temp_min,weather_05_d2_temp_mean,weather_05_d2_temp_max,weather_05_d2_precipitation_mm,weather_05_d2_humidity_mean,weather_05_d2_wind_mean_ms,weather_05_d2_wind_max_ms,weather_05_d2_sukhovei_fraction,weather_05_d2_gdd_base5,weather_05_d2_gwetroot,weather_05_d2_precip_anomaly_pct,weather_05_d2_precip_anomaly_z,weather_05_d3_temp_min,weather_05_d3_temp_mean,weather_05_d3_temp_max,weather_05_d3_precipitation_mm,weather_05_d3_humidity_mean,weather_05_d3_wind_mean_ms,weather_05_d3_wind_max_ms,weather_05_d3_sukhovei_fraction,weather_05_d3_gdd_base5,weather_05_d3_gwetroot,weather_05_d3_precip_anomaly_pct,weather_05_d3_precip_anomaly_z,weather_06_d1_temp_min,weather_06_d1_temp_mean,weather_06_d1_temp_max,weather_06_d1_precipitation_mm,weather_06_d1_humidity_mean,weather_06_d1_wind_mean_ms,weather_06_d1_wind_max_ms,weather_06_d1_sukhovei_fraction,weather_06_d1_gdd_base5,weather_06_d1_gwetroot,weather_06_d1_precip_anomaly_pct,weather_06_d1_precip_anomaly_z,weather_06_d2_temp_min,weather_06_d2_temp_mean,weather_06_d2_temp_max,weather_06_d2_precipitation_mm,weather_06_d2_humidity_mean,weather_06_d2_wind_mean_ms,weather_06_d2_wind_max_ms,weather_06_d2_sukhovei_fraction,weather_06_d2_gdd_base5,weather_06_d2_gwetroot,weather_06_d2_precip_anomaly_pct,weather_06_d2_precip_anomaly_z,weather_06_d3_temp_min,weather_06_d3_temp_mean,weather_06_d3_temp_max,weather_06_d3_precipitation_mm,weather_06_d3_humidity_mean,weather_06_d3_wind_mean_ms,weather_06_d3_wind_max_ms,weather_06_d3_sukhovei_fraction,weather_06_d3_gdd_base5,weather_06_d3_gwetroot,weather_06_d3_precip_anomaly_pct,weather_06_d3_precip_anomaly_z,weather_07_d1_temp_min,weather_07_d1_temp_mean,weather_07_d1_temp_max,weather_07_d1_precipitation_mm,weather_07_d1_humidity_mean,weather_07_d1_wind_mean_ms,weather_07_d1_wind_max_ms,weather_07_d1_sukhovei_fraction,weather_07_d1_gdd_base5,weather_07_d1_gwetroot,weather_07_d1_precip_anomaly_pct,weather_07_d1_precip_anomaly_z,weather_07_d2_temp_min,weather_07_d2_temp_mean,weather_07_d2_temp_max,weather_07_d2_precipitation_mm,weather_07_d2_humidity_mean,weather_07_d2_wind_mean_ms,weather_07_d2_wind_max_ms,weather_07_d2_sukhovei_fraction,weather_07_d2_gdd_base5,weather_07_d2_gwetroot,weather_07_d2_precip_anomaly_pct,weather_07_d2_precip_anomaly_z,weather_07_d3_temp_min,weather_07_d3_temp_mean,weather_07_d3_temp_max,weather_07_d3_precipitation_mm,weather_07_d3_humidity_mean,weather_07_d3_wind_mean_ms,weather_07_d3_wind_max_ms,weather_07_d3_sukhovei_fraction,weather_07_d3_gdd_base5,weather_07_d3_gwetroot,weather_07_d3_precip_anomaly_pct,weather_07_d3_precip_anomaly_z,weather_08_d1_temp_min,weather_08_d1_temp_mean,weather_08_d1_temp_max,weather_08_d1_precipitation_mm,weather_08_d1_humidity_mean,weather_08_d1_wind_mean_ms,weather_08_d1_wind_max_ms,weather_08_d1_sukhovei_fraction,weather_08_d1_gdd_base5,weather_08_d1_gwetroot,weather_08_d1_precip_anomaly_pct,weather_08_d1_precip_anomaly_z,weather_08_d2_temp_min,weather_08_d2_temp_mean,weather_08_d2_temp_max,weather_08_d2_precipitation_mm,weather_08_d2_humidity_mean,weather_08_d2_wind_mean_ms,weather_08_d2_wind_max_ms,weather_08_d2_sukhovei_fraction,weather_08_d2_gdd_base5,weather_08_d2_gwetroot,weather_08_d2_precip_anomaly_pct,weather_08_d2_precip_anomaly_z,weather_08_d3_temp_min,weather_08_d3_temp_mean,weather_08_d3_temp_max,weather_08_d3_precipitation_mm,weather_08_d3_humidity_mean,weather_08_d3_wind_mean_ms,weather_08_d3_wind_max_ms,weather_08_d3_sukhovei_fraction,weather_08_d3_gdd_base5,weather_08_d3_gwetroot,weather_08_d3_precip_anomaly_pct,weather_08_d3_precip_anomaly_z,weather_09_d1_temp_min,weather_09_d1_temp_mean,weather_09_d1_temp_max,weather_09_d1_precipitation_mm,weather_09_d1_humidity_mean,weather_09_d1_wind_mean_ms,weather_09_d1_wind_max_ms,weather_09_d1_sukhovei_fraction,weather_09_d1_gdd_base5,weather_09_d1_gwetroot,weather_09_d1_precip_anomaly_pct,weather_09_d1_precip_anomaly_z,weather_09_d2_temp_min,weather_09_d2_temp_mean,weather_09_d2_temp_max,weather_09_d2_precipitation_mm,weather_09_d2_humidity_mean,weather_09_d2_wind_mean_ms,weather_09_d2_wind_max_ms,weather_09_d2_sukhovei_fraction,weather_09_d2_gdd_base5,weather_09_d2_gwetroot,weather_09_d2_precip_anomaly_pct,weather_09_d2_precip_anomaly_z,weather_09_d3_temp_min,weather_09_d3_temp_mean,weather_09_d3_temp_max,weather_09_d3_precipitation_mm,weather_09_d3_humidity_mean,weather_09_d3_wind_mean_ms,weather_09_d3_wind_max_ms,weather_09_d3_sukhovei_fraction,weather_09_d3_gdd_base5,weather_09_d3_gwetroot,weather_09_d3_precip_anomaly_pct,weather_09_d3_precip_anomaly_z,weather_10_d1_temp_min,weather_10_d1_temp_mean,weather_10_d1_temp_max,weather_10_d1_precipitation_mm,weather_10_d1_humidity_mean,weather_10_d1_wind_mean_ms,weather_10_d1_wind_max_ms,weather_10_d1_sukhovei_fraction,weather_10_d1_gdd_base5,weather_10_d1_gwetroot,weather_10_d1_precip_anomaly_pct,weather_10_d1_precip_anomaly_z,weather_10_d2_temp_min,weather_10_d2_temp_mean,weather_10_d2_temp_max,weather_10_d2_precipitation_mm,weather_10_d2_humidity_mean,weather_10_d2_wind_mean_ms,weather_10_d2_wind_max_ms,weather_10_d2_sukhovei_fraction,weather_10_d2_gdd_base5,weather_10_d2_gwetroot,weather_10_d2_precip_anomaly_pct,weather_10_d2_precip_anomaly_z,soil_clay_0_5cm,soil_phh2o_0_5cm,soil_sand_0_5cm,soil_silt_0_5cm,soil_soc_0_5cm,yield_lag_1,yield_lag_2,yield_lag_3
2014,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.2,7.88,12.919999999999998,17.69,0.0,46.7,4.255,7.96,0.0,79.2,0.619,0.0,0.0,9.23,15.36,20.56,8.6,45.7,3.825,8.81,0.0,103.6,0.582,0.0,0.0,6.454545454545454,11.909090909090908,16.572727272727274,32.1,65.0909090909091,3.936363636363637,9.01,0.0,76.0,0.5772727272727273,0.0,0.0,7.6,13.52,18.490000000000002,11.1,53.0,3.271,7.3,0.0,85.2,0.553,0.0,0.0,15.180000000000001,21.02,26.23,2.7,53.5,3.501,7.61,0.0,160.2,0.53,0.0,0.0,15.680000000000001,20.84,25.5,22.799999999999997,57.6,2.851,5.66,0.0,158.4,0.507,0.0,0.0,13.87,18.03,21.919999999999998,79.0,78.2,3.185,8.35,0.0,130.3,0.576,0.0,0.0,9.98,13.84,17.84,37.9,75.9,3.7909999999999995,7.32,0.0,88.4,0.572,0.0,0.0,9.463636363636363,12.79090909090909,16.272727272727273,40.0,77.18181818181819,4.107272727272727,9.14,0.0,85.7,0.59,0.0,0.0,13.15,18.330000000000002,22.8,3.0,67.6,2.495,5.34,0.0,133.3,0.572,0.0,0.0,14.52,18.619999999999997,22.95,8.4,68.4,3.568,6.55,0.0,136.2,0.5589999999999999,0.0,0.0,14.8,19.50909090909091,24.472727272727273,5.1,60.27272727272727,3.4036363636363633,6.61,0.0,159.60000000000002,0.5354545454545455,0.0,0.0,7.4,10.629999999999999,14.169999999999998,7.3,65.6,3.3579999999999997,7.12,0.0,56.3,0.52,0.0,0.0,5.13,8.66,12.64,4.8999999999999995,69.7,4.232,8.88,0.0,40.1,0.52,0.0,0.0,3.5700000000000003,7.57,12.08,7.9,67.4,3.072,6.95,0.0,29.299999999999997,0.52,0.0,0.0,1.06,3.7,6.409999999999999,6.800000000000001,73.4,4.635,8.62,0.0,7.4,0.52,0.0,0.0,2.38,5.04,7.640000000000001,18.0,84.0,4.162000000000001,7.74,0.0,4.3,0.544,0.0,0.0,,,,,,1.16,1.21,2.2
2015,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.43881,8.31,14.059999999999999,19.66,11.8,59.3,4.004,8.08,0.0,90.6,0.64,0.0,0.0,7.51,12.03,15.84,34.2,64.2,4.305,10.45,0.0,70.3,0.645,0.0,0.0,8.272727272727273,13.427272727272726,17.981818181818184,19.3,70.27272727272727,2.9263636363636363,7.18,0.0,92.7,0.6545454545454545,0.0,0.0,13.99,18.81,23.49,9.8,65.4,3.239,9.23,0.0,138.1,0.616,0.0,0.0,13.26,18.520000000000003,23.06,40.3,70.6,3.116,8.13,0.0,135.2,0.612,0.0,0.0,14.76,20.34,25.05,0.5,56.8,3.193,5.47,0.0,153.4,0.563,0.0,0.0,11.209999999999999,15.38,19.61,32.0,68.1,4.68,9.57,0.0,103.8,0.55,0.0,0.0,15.059999999999999,20.57,25.689999999999998,7.4,56.4,3.732,8.88,0.0,155.7,0.533,0.0,0.0,14.227272727272727,17.936363636363637,21.89090909090909,26.5,70.54545454545455,3.8200000000000003,6.62,0.0,142.3,0.5127272727272728,0.0,0.0,12.4,17.259999999999998,21.45,1.7,58.0,3.274,6.75,0.0,122.6,0.495,0.0,0.0,13.65,18.19,23.04,19.3,55.6,4.076,8.68,0.0,131.9,0.48599999999999993,0.0,0.0,8.672727272727274,12.19090909090909,16.027272727272727,20.7,69.9090909090909,4.086363636363637,10.33,0.0,79.1,0.51,0.0,0.0,9.469999999999999,14.719999999999999,20.07,5.5,61.9,2.849,5.88,0.0,97.2,0.511,0.0,0.0,6.659999999999999,10.05,13.7,21.1,73.2,3.45,8.1,0.0,50.5,0.512,0.0,0.0,2.9299999999999997,7.06,11.64,1.5,61.3,3.412,7.02,0.0,23.799999999999997,0.522,0.0,0.0,2.64,6.7700000000000005,11.34,12.5,56.0,4.735,9.93,0.0,24.1,0.518,0.0,0.0,-3.4200000000000004,-0.3,3.1399999999999997,1.7,65.2,3.69,7.65,0.0,0.0,0.52,0.0,0.0,,,,,,1.2,1.16,1.21
2016,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.33833,1.3,7.4799999999999995,12.440000000000001,3.0,50.9,3.2310000000000003,8.28,0.0,26.7,0.664,0.0,0.0,3.7700000000000005,10.57,15.969999999999999,5.199999999999999,52.0,3.822,8.08,0.0,57.1,0.638,0.0,0.0,11.0,17.236363636363635,22.418181818181818,4.4,45.72727272727273,3.382727272727273,7.51,0.0,134.6,0.5872727272727273,0.0,0.0,10.55,15.49,19.93,12.9,58.7,3.472,8.25,0.0,104.9,0.562,0.0,0.0,12.41,16.27,20.169999999999998,30.0,72.4,4.359,7.14,0.0,112.7,0.603,0.0,0.0,12.54,16.55,20.35,36.2,71.3,3.411,7.5,0.0,115.5,0.585,0.0,0.0,13.85,17.73,21.44,48.0,81.0,2.766,6.38,0.0,127.3,0.608,0.0,0.0,15.440000000000001,19.06,22.77,35.1,78.1,3.314,6.72,0.0,140.6,0.591,0.0,0.0,13.963636363636363,17.172727272727272,20.427272727272726,28.0,81.18181818181819,3.4663636363636368,7.07,0.0,133.9,0.6054545454545455,0.0,0.0,13.959999999999999,19.34,23.78,3.4,68.8,2.214,5.93,0.0,143.4,0.579,0.0,0.0,15.780000000000001,20.54,24.89,6.7,67.9,2.75,5.1,0.0,155.4,0.542,0.0,0.0,12.345454545454546,17.3,22.254545454545454,15.4,58.63636363636363,2.940909090909091,8.38,0.0,135.3,0.5254545454545455,0.0,0.0,12.59,16.41,20.669999999999998,13.600000000000001,58.3,4.117,7.48,0.0,114.10000000000001,0.518,0.0,0.0,7.7700000000000005,11.7,15.7,38.0,72.0,3.6229999999999998,7.83,0.0,67.0,0.584,0.0,0.0,5.029999999999999,9.72,14.89,0.8999999999999999,69.4,2.588,5.86,0.0,47.199999999999996,0.5660000000000001,0.0,0.0,1.56,4.4399999999999995,7.409999999999999,15.600000000000001,81.9,3.002,6.38,0.0,10.299999999999997,0.571,0.0,0.0,-5.4399999999999995,-1.98,0.44000000000000006,1.1,82.6,2.7039999999999997,6.4,0.0,0.0,0.58,0.0,0.0,,,,,,1.43881,1.2,1.16
2017,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.83535,5.090000000000001,12.1,18.3,7.499999999999999,44.0,5.220000000000001,11.72,0.0,71.0,0.674,0.0,0.0,4.8,11.43,17.71,5.1000000000000005,43.9,3.6759999999999997,6.91,0.0,64.3,0.642,0.0,0.0,8.509090909090908,14.572727272727274,20.272727272727273,25.0,52.54545454545455,5.070909090909091,12.97,0.09090909090909091,105.3,0.5990909090909091,0.0,0.0,9.51,15.39,20.29,13.7,53.4,4.1,9.51,0.0,103.89999999999999,0.579,0.0,0.0,13.66,19.95,26.0,5.5,53.6,3.603,8.15,0.0,149.5,0.575,0.0,0.0,14.959999999999999,20.02,25.14,11.399999999999999,56.8,3.1870000000000003,6.7,0.0,150.2,0.542,0.0,0.0,13.059999999999999,17.96,22.84,28.9,66.0,3.771,7.92,0.0,129.6,0.532,0.0,0.0,11.17,14.930000000000001,18.77,52.4,78.1,3.057,7.67,0.0,99.3,0.553,0.0,0.0,14.47272727272727,19.2,23.58181818181818,14.5,72.18181818181819,2.8954545454545455,5.87,0.0,156.2,0.5372727272727272,0.0,0.0,14.680000000000001,19.22,23.93,9.399999999999999,64.7,3.623,8.04,0.0,142.2,0.511,0.0,0.0,9.7,14.8,19.68,0.9,55.6,3.064,6.58,0.0,98.0,0.5,0.0,0.0,13.463636363636363,20.063636363636363,26.172727272727272,0.5,52.54545454545455,2.2227272727272727,5.25,0.0,165.7,0.47818181818181815,0.0,0.0,11.059999999999999,17.130000000000003,23.369999999999997,4.5,56.3,3.4850000000000003,6.86,0.0,121.3,0.466,0.0,0.0,6.529999999999999,11.690000000000001,16.28,9.899999999999999,65.7,4.0280000000000005,9.12,0.0,68.2,0.479,0.0,0.0,0.49000000000000005,3.88,6.720000000000001,3.5,62.3,3.75,6.5,0.0,11.3,0.4699999999999999,0.0,0.0,-1.9899999999999998,1.08,4.88,7.5,65.6,3.278,7.46,0.0,0.09999999999999964,0.479,0.0,0.0,0.8399999999999999,5.4799999999999995,10.72,1.1,65.8,3.718,5.44,0.0,2.9000000000000004,0.48,0.0,0.0,,,,,,1.33833,1.43881,1.2
2018,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.83,0.9199999999999999,5.720000000000001,10.620000000000001,19.2,66.3,4.659000000000001,9.05,0.0,14.9,0.619,0.0,0.0,1.0399999999999998,7.42,13.569999999999999,1.3,50.8,4.529,9.1,0.0,27.5,0.6,0.0,0.0,5.1000000000000005,10.9,17.11818181818182,30.8,59.90909090909091,5.38,10.96,0.0,66.9,0.6163636363636363,0.0,0.0,8.86,15.52,21.05,10.6,49.2,4.944,11.53,0.0,105.19999999999999,0.613,0.0,0.0,9.28,14.85,19.68,12.5,54.1,3.507,6.99,0.0,98.5,0.58,0.0,0.0,12.819999999999999,16.84,21.6,42.4,77.0,3.6689999999999996,8.86,0.0,118.39999999999999,0.571,0.0,0.0,14.84,19.73,24.19,27.3,72.1,3.021,5.63,0.0,147.3,0.563,0.0,0.0,15.63,20.130000000000003,24.4,21.1,69.8,2.79,7.07,0.0,151.3,0.544,0.0,0.0,11.60909090909091,16.536363636363635,21.236363636363635,70.8,72.9090909090909,4.265454545454546,8.98,0.0,126.9,0.5481818181818182,0.0,0.0,12.85,18.68,23.84,14.100000000000001,71.0,2.691,5.81,0.0,136.8,0.544,0.0,0.0,11.23,15.719999999999999,20.2,37.900000000000006,73.5,3.614,7.89,0.0,107.2,0.545,0.0,0.0,8.4,12.009090909090908,15.936363636363637,73.60000000000001,83.0909090909091,3.9236363636363634,9.88,0.0,77.10000000000001,0.6409090909090909,0.0,0.0,5.41,9.2,12.86,5.800000000000001,74.2,3.149,6.86,0.0,42.0,0.634,0.0,0.0,6.119999999999999,10.92,15.419999999999998,1.4,60.4,4.081,7.92,0.0,59.199999999999996,0.614,0.0,0.0,6.74,10.5,14.440000000000001,31.0,75.4,4.232,9.08,0.0,55.0,0.62,0.0,0.0,4.4799999999999995,8.72,12.780000000000001,1.6,63.7,4.343,7.22,0.0,38.1,0.604,0.0,0.0,-1.1199999999999999,1.9600000000000002,5.0200000000000005,4.2,75.2,3.996,9.11,0.0,4.4,0.598,0.0,0.0,,,,,,1.83535,1.33833,1.43881
2019,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.31,5.0,12.52,19.25,1.1,41.2,3.003,5.94,0.0,82.10000000000001,0.732,0.0,0.0,3.9299999999999997,10.290000000000001,16.81,20.4,51.1,3.755,8.92,0.0,54.9,0.693,0.0,0.0,5.29090909090909,12.1,18.063636363636363,11.9,54.45454545454545,4.092727272727273,9.65,0.0,78.4,0.6763636363636364,0.0,0.0,9.040000000000001,13.690000000000001,18.509999999999998,19.8,72.3,4.2,7.85,0.0,86.9,0.654,0.0,0.0,8.620000000000001,13.780000000000001,18.169999999999998,7.5,64.3,2.971,6.14,0.0,87.80000000000001,0.633,0.0,0.0,10.61,16.29,20.740000000000002,13.4,63.9,3.3890000000000002,7.32,0.0,112.89999999999999,0.599,0.0,0.0,13.040000000000001,18.33,23.619999999999997,28.6,61.8,3.9549999999999996,7.72,0.0,133.29999999999998,0.5700000000000001,0.0,0.0,16.630000000000003,23.259999999999998,29.21,0.0,47.3,3.56,6.65,0.0,182.6,0.524,0.0,0.0,15.154545454545454,19.61818181818182,24.44545454545454,23.2,67.36363636363636,3.6290909090909094,7.38,0.0,160.8,0.5045454545454545,0.0,0.0,12.34,17.79,22.8,7.899999999999999,58.2,3.808,9.33,0.0,127.9,0.497,0.0,0.0,14.569999999999999,19.630000000000003,24.4,5.4,63.6,2.915,6.97,0.0,146.3,0.481,0.0,0.0,10.209090909090909,14.336363636363636,18.80909090909091,39.3,73.0,3.722727272727273,7.78,0.0,102.7,0.5036363636363637,0.0,0.0,6.790000000000001,9.05,11.76,84.0,87.5,3.8409999999999997,7.62,0.0,40.5,0.5589999999999999,0.0,0.0,9.36,13.5,17.869999999999997,2.3,66.0,4.302,9.23,0.0,85.0,0.592,0.0,0.0,1.52,5.7700000000000005,10.02,17.0,64.9,4.8149999999999995,11.76,0.0,18.4,0.583,0.0,0.0,4.380000000000001,9.809999999999999,15.669999999999998,0.2,59.8,2.933,4.84,0.0,48.9,0.575,0.0,0.0,4.86,7.7,10.379999999999999,10.3,81.8,4.154,7.91,0.0,13.5,0.582,0.0,0.0,,,,,,1.83,1.83535,1.33833
2020,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.4,5.65,12.129999999999999,17.78,1.5000000000000002,51.3,3.8810000000000002,9.23,0.0,71.9,0.701,0.0,0.0,11.43,17.009999999999998,22.15,12.0,66.6,3.976,12.18,0.0,120.10000000000001,0.649,0.0,0.0,11.50909090909091,18.272727272727273,24.41818181818182,9.1,55.09090909090909,3.8045454545454547,7.96,0.0,146.0,0.6154545454545454,0.0,0.0,10.91,17.35,22.68,0.2,48.8,3.286,7.6,0.0,123.5,0.576,0.0,0.0,10.22,16.59,21.61,1.3,45.9,3.7960000000000003,8.2,0.0,115.9,0.537,0.0,0.0,10.2,14.45,18.869999999999997,38.5,64.6,4.349,9.06,0.0,94.5,0.533,0.0,0.0,13.14,17.8,22.259999999999998,75.5,73.5,3.228,7.14,0.0,128.0,0.584,0.0,0.0,17.240000000000002,23.42,28.68,0.4,54.3,2.894,5.81,0.0,184.20000000000002,0.54,0.0,0.0,13.063636363636363,17.445454545454545,21.89090909090909,40.8,71.54545454545455,3.0763636363636366,6.22,0.0,136.9,0.5254545454545455,0.0,0.0,17.330000000000002,22.669999999999998,27.889999999999997,2.5,53.7,3.433,6.42,0.0,176.7,0.503,0.0,0.0,11.010000000000002,14.51,18.259999999999998,29.8,74.6,4.071,8.82,0.0,95.1,0.503,0.0,0.0,11.436363636363636,16.172727272727272,21.12727272727273,12.4,68.0909090909091,3.122727272727273,6.52,0.0,122.9,0.5009090909090909,0.0,0.0,7.35,11.76,16.330000000000002,3.3,62.1,3.8920000000000003,7.92,0.0,67.6,0.481,0.0,0.0,7.35,12.25,16.990000000000002,15.799999999999999,61.9,4.725,10.47,0.0,72.5,0.48,0.0,0.0,2.92,6.3100000000000005,9.9,18.7,76.2,4.043,9.99,0.0,13.3,0.497,0.0,0.0,-0.33999999999999997,3.9,7.909999999999999,3.1,69.4,3.6119999999999997,6.36,0.0,10.7,0.5,0.0,0.0,4.54,8.379999999999999,12.959999999999999,0.0,55.4,3.696,5.42,0.0,16.9,0.5,0.0,0.0,,,,,,1.31,1.83,1.83535
2021,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,0.98275,5.75,12.02,18.14,18.3,50.0,4.375,8.52,0.0,70.2,0.612,0.0,0.0,10.28,17.66,24.09,0.6000000000000001,43.6,3.5140000000000002,6.58,0.0,126.6,0.591,0.0,0.0,13.52727272727273,21.09090909090909,27.763636363636362,2.1,39.36363636363637,3.2172727272727273,7.94,0.0,177.0,0.5427272727272728,0.0,0.0,9.190000000000001,15.540000000000001,20.96,3.6,48.4,3.308,8.23,0.0,105.4,0.513,0.0,0.0,12.35,18.740000000000002,23.97,9.0,44.1,3.6340000000000003,7.93,0.0,137.4,0.49000000000000005,0.0,0.0,11.49,16.740000000000002,21.55,10.299999999999999,60.1,3.312,9.54,0.0,117.4,0.49399999999999994,0.0,0.0,16.919999999999998,22.880000000000003,28.23,1.6,46.6,4.04,8.27,0.0,178.8,0.471,0.0,0.0,11.379999999999999,15.940000000000001,20.34,33.7,71.9,4.117,9.36,0.0,109.4,0.497,0.0,0.0,14.663636363636364,20.363636363636363,25.463636363636365,3.8,50.54545454545455,3.4572727272727275,6.94,0.0,169.0,0.49636363636363634,0.0,0.0,15.190000000000001,20.27,25.25,17.4,65.5,3.357,7.38,0.0,152.7,0.483,0.0,0.0,12.22,17.52,22.56,11.799999999999999,66.6,2.923,6.67,0.0,125.2,0.489,0.0,0.0,13.227272727272727,19.418181818181818,24.8,22.799999999999997,57.90909090909091,2.9627272727272724,6.26,0.0,158.6,0.4809090909090909,0.0,0.0,8.65,13.27,18.0,7.3,59.4,3.78,9.22,0.0,82.7,0.492,0.0,0.0,6.32,9.77,13.319999999999999,5.7,59.8,5.15,8.28,0.0,48.6,0.49000000000000005,0.0,0.0,0.79,3.7600000000000002,6.92,23.4,75.1,3.978,8.8,0.0,2.5999999999999996,0.497,0.0,0.0,-1.42,1.65,5.58,8.2,76.1,3.7589999999999995,7.0,0.0,0.0,0.52,0.0,0.0,-0.7,3.54,8.66,0.6,69.6,2.868,6.29,0.0,0.8999999999999995,0.52,0.0,0.0,,,,,,1.4,1.31,1.83
2022,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,1.53796,2.65,9.440000000000001,15.26,0.6,43.6,3.751,9.35,0.0,44.4,0.584,0.0,0.0,8.629999999999999,14.569999999999999,19.96,7.6,51.6,4.6979999999999995,9.73,0.0,95.7,0.5589999999999999,0.0,0.0,10.854545454545455,17.745454545454546,23.88181818181818,6.199999999999999,44.72727272727273,4.852727272727273,10.82,0.09090909090909091,140.2,0.5363636363636364,0.0,0.0,9.110000000000001,15.91,21.47,19.2,48.9,3.721,7.62,0.0,109.1,0.534,0.0,0.0,13.05,18.759999999999998,24.21,29.1,57.4,3.087,6.9,0.0,137.6,0.519,0.0,0.0,12.43,17.509999999999998,22.830000000000002,23.5,61.6,4.525,9.1,0.0,125.10000000000001,0.528,0.0,0.0,11.18,16.44,20.95,11.1,65.3,3.872,7.62,0.0,114.4,0.539,0.0,0.0,16.46,22.16,27.93,17.8,55.3,3.2090000000000005,9.04,0.0,171.6,0.523,0.0,0.0,15.081818181818182,19.927272727272726,24.472727272727273,39.099999999999994,61.63636363636363,3.9400000000000004,7.38,0.0,164.2,0.5136363636363637,0.0,0.0,13.25,18.21,22.919999999999998,20.3,66.3,3.437,6.97,0.0,132.1,0.531,0.0,0.0,10.01,14.63,19.19,10.0,65.5,3.325,6.63,0.0,96.3,0.524,0.0,0.0,10.327272727272726,16.3,22.145454545454545,6.9,59.90909090909091,2.4854545454545454,4.42,0.0,124.3,0.5118181818181818,0.0,0.0,11.52,17.46,23.43,3.3000000000000003,47.6,4.067,9.68,0.0,124.6,0.491,0.0,0.0,5.2,10.8,16.3,5.6000000000000005,55.0,3.2039999999999997,8.35,0.0,58.0,0.497,0.0,0.0,5.68,11.11,16.57,8.4,57.7,3.2670000000000003,7.1,0.0,83.0,0.483,0.0,0.0,0.38,5.45,10.72,5.5,55.0,3.07,6.78,0.0,24.7,0.48,0.0,0.0,3.8200000000000003,8.959999999999999,14.419999999999998,1.3,57.6,3.136,5.61,0.0,19.799999999999997,0.48,0.0,0.0,,,,,,0.98275,1.4,1.31
2023,Зерендинский,Зерновые и бобовые,52.9,69.3,90.0,0.8400000000000001,4.3,10.9,17.45,14.4,40.8,3.083,5.79,0.0,59.0,0.597,0.0,0.0,4.46,10.2,15.74,12.0,49.0,4.206,7.14,0.0,52.0,0.593,0.0,0.0,10.081818181818182,17.636363636363637,24.372727272727275,2.4,42.09090909090909,3.193636363636364,6.84,0.0,139.0,0.5627272727272727,0.0,0.0,16.71,23.81,29.8,2.9,37.0,2.952,5.95,0.0,188.1,0.525,0.0,0.0,10.309999999999999,16.94,22.669999999999998,23.5,49.0,3.5439999999999996,10.32,0.0,119.4,0.504,0.0,0.0,9.05,13.440000000000001,17.48,17.5,63.5,4.3100000000000005,9.15,0.0,84.4,0.506,0.0,0.0,16.06,22.89,28.79,1.9,44.9,3.3009999999999997,6.8,0.0,178.9,0.499,0.0,0.0,17.53,22.740000000000002,28.49,13.2,55.5,3.8890000000000002,8.4,0.0,177.4,0.48,0.0,0.0,15.409090909090908,20.90909090909091,26.181818181818183,4.8,57.18181818181818,3.1063636363636364,7.11,0.0,175.0,0.47363636363636363,0.0,0.0,15.920000000000002,21.86,27.389999999999997,10.799999999999999,55.6,2.678,6.7,0.0,168.6,0.465,0.0,0.0,11.540000000000001,16.77,21.96,10.5,57.9,3.412,6.89,0.0,117.7,0.46699999999999997,0.0,0.0,11.036363636363637,14.563636363636363,18.663636363636364,36.1,71.0909090909091,4.163636363636363,10.43,0.0,105.2,0.4854545454545454,0.0,0.0,7.42,10.959999999999999,14.66,53.1,80.7,3.668,7.06,0.0,59.6,0.553,0.0,0.0,7.459999999999999,11.36,15.309999999999999,53.49999999999999,80.1,2.8770000000000002,8.36,0.0,63.599999999999994,0.6,0.0,0.0,6.790000000000001,10.940000000000001,15.41,8.0,78.3,3.107,6.36,0.0,59.4,0.593,0.0,0.0,4.5200000000000005,9.15,14.190000000000001,1.2000000000000002,73.4,3.7339999999999995,9.18,0.0,41.5,0.584,0.0,0.0,2.06,4.64,7.94,2.4000000000000004,71.0,4.91,8.63,0.0,1.2999999999999998,0.576,0.0,0.0,,,,,,1.53796,0.98275,1.4
